Attributes,169,"['ToyCar', 'ToyTrain', 'ac_0.01', 'ac_0.02', 'ac_0.03', 'ac_0.04', 'ac_0.05', 'ac_0.06', 'ac_0.07', 'ac_0.08', 'ac_0.09', 'ac_0.10', 'ac_0.11', 'ac_0.12', 'ac_0.14', 'bearing', 'car_A1', 'car_A2', 'car_C1', 'car_C2', 'car_E1', 'car_E2', 'car_F1', 'car_F2', 'car_G1', 'car_G2', 'car_H1', 'car_H2', 'f-n_A', 'f-n_B', 'f-n_C', 'f-n_D', 'fan', 'gearbox', 'id_00', 'id_01', 'id_02', 'id_03', 'id_04', 'id_05', 'id_06', 'id_07', 'id_08', 'id_11', 'id_12', 'id_13', 'loc_A', 'loc_B', 'loc_C', 'loc_D', 'loc_E', 'loc_F', 'loc_G', 'loc_H', 'm-n_W', 'm-n_X', 'm-n_Y', 'm-n_Z', 'mic_1', 'mic_2', 'n-lv_L1', 'n-lv_L2', 'n-lv_L3', 'n-lv_L4', 'noise_1', 'noise_2', 'noise_6', 'noise_7', 'panel_b-c', 'panel_bs-c', 'panel_open', 'panel_s-c', 'pat_00', 'pat_01', 'pat_02', 'pat_03', 'pat_04', 'pat_05', 'pat_06', 'pat_07', 'slider', 'spd_10', 'spd_28V', 'spd_31V', 'spd_34V', 'spd_37V', 'spd_40V', 'spd_6', 'spd_7', 'spd_8', 'spd_9', 'v1pat_04', 'v1pat_05', 'v2pat_05', 'valve', 'vel_10', 'vel_100', 'vel_1000', 'vel_11', 'vel_1100', 'vel_12', 'vel_1200', 'vel_13', 'vel_1300', 'vel_14', 'vel_140', 'vel_15', 'vel_16', 'vel_17', 'vel_175', 'vel_18', 'vel_19', 'vel_2', 'vel_20', 'vel_200', 'vel_21', 'vel_210', 'vel_22', 'vel_24', 'vel_250', 'vel_26', 'vel_290', 'vel_300', 'vel_325', 'vel_360', 'vel_4', 'vel_400', 'vel_5', 'vel_500', 'vel_6', 'vel_600', 'vel_7', 'vel_700', 'vel_8', 'vel_800', 'vel_9', 'vel_900', 'volt_0.6', 'volt_0.8', 'volt_1.0', 'volt_1.2', 'volt_1.3', 'volt_1.5', 'volt_1.7', 'volt_1.8', 'volt_2.0', 'volt_2.2', 'volt_2.3', 'volt_2.5', 'volt_2.7', 'volt_2.8', 'volt_3.0', 'volt_3.3', 'volt_3.5', 'wt_0', 'wt_100', 'wt_120', 'wt_130', 'wt_150', 'wt_170', 'wt_180', 'wt_20', 'wt_200', 'wt_230', 'wt_250', 'wt_30', 'wt_50', 'wt_70', 'wt_80']"
Source,ToyCar_car_E1_spd_28V_mic_1_noise_1,135
Source,ToyCar_car_E1_spd_34V_mic_1_noise_1,11
Source,ToyCar_car_E2_spd_28V_mic_1_noise_1,137
Source,ToyCar_car_E2_spd_34V_mic_1_noise_1,261
Source,ToyCar_car_F1_spd_31V_mic_1_noise_6,350
Source,ToyCar_car_F1_spd_34V_mic_1_noise_6,397
Source,ToyCar_car_F1_spd_37V_mic_1_noise_6,450
Source,ToyCar_car_F2_spd_31V_mic_1_noise_6,397
Source,ToyCar_car_F2_spd_34V_mic_1_noise_6,310
Source,ToyCar_car_F2_spd_37V_mic_1_noise_6,490
Source,ToyCar_car_H1_spd_31V_mic_1_noise_6,150
Source,ToyCar_car_H1_spd_34V_mic_1_noise_6,138
Source,ToyCar_car_H2_spd_31V_mic_1_noise_6,98
Source,ToyCar_car_H2_spd_34V_mic_1_noise_6,150
Source,ToyCar_car_H2_spd_37V_mic_1_noise_6,40
Source,ToyTrain_car_A1_spd_10_mic_1_noise_1,539
Source,ToyTrain_car_A1_spd_6_mic_1_noise_1,405
Source,ToyTrain_car_A1_spd_8_mic_1_noise_1,416
Source,ToyTrain_car_A2_spd_10_mic_1_noise_1,539
Source,ToyTrain_car_A2_spd_6_mic_1_noise_1,412
Source,ToyTrain_car_A2_spd_8_mic_1_noise_1,415
Source,ToyTrain_car_E1_spd_6_mic_1_noise_1,135
Source,ToyTrain_car_E1_spd_8_mic_1_noise_1,9
Source,ToyTrain_car_E2_spd_6_mic_1_noise_1,138
Source,ToyTrain_car_E2_spd_8_mic_1_noise_1,262
Source,ToyTrain_car_F1_spd_7_mic_1_noise_6,350
Source,ToyTrain_car_F1_spd_8_mic_1_noise_6,397
Source,ToyTrain_car_F1_spd_9_mic_1_noise_6,450
Source,ToyTrain_car_F2_spd_7_mic_1_noise_6,397
Source,ToyTrain_car_F2_spd_8_mic_1_noise_6,310
Source,ToyTrain_car_F2_spd_9_mic_1_noise_6,490
Source,ToyTrain_car_H1_spd_7_mic_1_noise_6,150
Source,ToyTrain_car_H1_spd_8_mic_1_noise_6,138
Source,ToyTrain_car_H2_spd_7_mic_1_noise_6,98
Source,ToyTrain_car_H2_spd_8_mic_1_noise_6,150
Source,ToyTrain_car_H2_spd_9_mic_1_noise_6,40
Source,bearing_vel_10,218
Source,bearing_vel_10_f-n_A,249
Source,bearing_vel_10_f-n_B,246
Source,bearing_vel_12_loc_A,138
Source,bearing_vel_12_loc_B,136
Source,bearing_vel_12_loc_C,136
Source,bearing_vel_12_loc_D,135
Source,bearing_vel_13,198
Source,bearing_vel_14,218
Source,bearing_vel_14_f-n_A,258
Source,bearing_vel_14_f-n_B,287
Source,bearing_vel_16_loc_A,123
Source,bearing_vel_16_loc_B,124
Source,bearing_vel_16_loc_C,124
Source,bearing_vel_16_loc_D,124
Source,bearing_vel_17,198
Source,bearing_vel_18,218
Source,bearing_vel_21,198
Source,bearing_vel_22,218
Source,bearing_vel_2_f-n_A,247
Source,bearing_vel_2_f-n_B,248
Source,bearing_vel_4_loc_A,138
Source,bearing_vel_4_loc_B,136
Source,bearing_vel_4_loc_C,136
Source,bearing_vel_4_loc_D,135
Source,bearing_vel_5,198
Source,bearing_vel_6,218
Source,bearing_vel_6_f-n_A,260
Source,bearing_vel_6_f-n_B,285
Source,bearing_vel_8_loc_A,123
Source,bearing_vel_8_loc_B,124
Source,bearing_vel_8_loc_C,124
Source,bearing_vel_8_loc_D,124
Source,bearing_vel_9,198
Source,fan_f-n_A,1056
Source,fan_f-n_B,1024
Source,fan_m-n_W,1059
Source,fan_m-n_X,1021
Source,fan_n-lv_L1,1073
Source,fan_n-lv_L2,1007
Source,gearbox_id_03,330
Source,gearbox_id_05,362
Source,gearbox_id_06,330
Source,gearbox_id_07,330
Source,gearbox_id_08,364
Source,gearbox_id_13,364
Source,gearbox_volt_1.0,416
Source,gearbox_volt_1.5,416
Source,gearbox_volt_2.0,416
Source,gearbox_volt_2.5,416
Source,gearbox_volt_3.0,416
Source,gearbox_wt_0,418
Source,gearbox_wt_100,416
Source,gearbox_wt_150,416
Source,gearbox_wt_200,416
Source,gearbox_wt_50,414
Source,slider_ac_0.03,416
Source,slider_ac_0.05,416
Source,slider_ac_0.07,416
Source,slider_ac_0.09,416
Source,slider_ac_0.11,416
Source,slider_f-n_A,1031
Source,slider_f-n_B,1049
Source,slider_vel_100,198
Source,slider_vel_1100,218
Source,slider_vel_175,198
Source,slider_vel_250,198
Source,slider_vel_300,218
Source,slider_vel_325,198
Source,slider_vel_400,198
Source,slider_vel_500,218
Source,slider_vel_700,218
Source,slider_vel_900,218
Source,valve_pat_00,1040
Source,valve_pat_01,1040
Source,valve_pat_04_panel_bs-c,521
Source,valve_pat_04_panel_open,521
Source,valve_pat_05_panel_bs-c,519
Source,valve_pat_05_panel_open,519
Source,valve_v1pat_04,694
Source,valve_v1pat_05,694
Source,valve_v2pat_05,692

Target,ToyCar_car_A1_spd_31V_mic_1_noise_2,29
Target,ToyCar_car_A1_spd_34V_mic_2_noise_2,27
Target,ToyCar_car_A1_spd_37V_mic_1_noise_2,27
Target,ToyCar_car_A1_spd_40V_mic_2_noise_2,27
Target,ToyCar_car_A2_spd_31V_mic_1_noise_2,26
Target,ToyCar_car_A2_spd_34V_mic_2_noise_2,28
Target,ToyCar_car_A2_spd_37V_mic_1_noise_2,28
Target,ToyCar_car_A2_spd_40V_mic_2_noise_2,28
Target,ToyCar_car_C1_spd_28V_mic_1_noise_2,28
Target,ToyCar_car_C1_spd_34V_mic_1_noise_2,27
Target,ToyCar_car_C2_spd_28V_mic_1_noise_2,27
Target,ToyCar_car_C2_spd_34V_mic_1_noise_2,28
Target,ToyCar_car_F1_spd_28V_mic_1_noise_6,2
Target,ToyCar_car_F1_spd_40V_mic_1_noise_6,2
Target,ToyCar_car_F2_spd_28V_mic_1_noise_6,3
Target,ToyCar_car_F2_spd_40V_mic_1_noise_6,3
Target,ToyCar_car_G1_spd_28V_mic_1_noise_6,2
Target,ToyCar_car_G1_spd_31V_mic_1_noise_6,2
Target,ToyCar_car_G1_spd_34V_mic_1_noise_6,3
Target,ToyCar_car_G1_spd_40V_mic_1_noise_6,3
Target,ToyCar_car_G2_spd_28V_mic_1_noise_6,3
Target,ToyCar_car_G2_spd_31V_mic_1_noise_6,3
Target,ToyCar_car_G2_spd_34V_mic_1_noise_6,2
Target,ToyCar_car_G2_spd_40V_mic_1_noise_6,2
Target,ToyTrain_car_A1_spd_10_mic_2_noise_2,27
Target,ToyTrain_car_A1_spd_7_mic_1_noise_2,26
Target,ToyTrain_car_A1_spd_8_mic_2_noise_2,28
Target,ToyTrain_car_A1_spd_9_mic_1_noise_2,28
Target,ToyTrain_car_A2_spd_10_mic_2_noise_2,26
Target,ToyTrain_car_A2_spd_7_mic_1_noise_2,27
Target,ToyTrain_car_A2_spd_8_mic_2_noise_2,29
Target,ToyTrain_car_A2_spd_9_mic_1_noise_2,29
Target,ToyTrain_car_C1_spd_6_mic_1_noise_2,27
Target,ToyTrain_car_C1_spd_8_mic_1_noise_2,28
Target,ToyTrain_car_C2_spd_6_mic_1_noise_2,26
Target,ToyTrain_car_C2_spd_8_mic_1_noise_2,29
Target,ToyTrain_car_F1_spd_10_mic_1_noise_6,2
Target,ToyTrain_car_F1_spd_6_mic_1_noise_6,2
Target,ToyTrain_car_F2_spd_10_mic_1_noise_6,3
Target,ToyTrain_car_F2_spd_6_mic_1_noise_6,3
Target,ToyTrain_car_G1_spd_10_mic_1_noise_7,3
Target,ToyTrain_car_G1_spd_6_mic_1_noise_7,2
Target,ToyTrain_car_G1_spd_7_mic_1_noise_6,2
Target,ToyTrain_car_G1_spd_8_mic_1_noise_6,3
Target,ToyTrain_car_G2_spd_10_mic_1_noise_7,2
Target,ToyTrain_car_G2_spd_6_mic_1_noise_7,3
Target,ToyTrain_car_G2_spd_7_mic_1_noise_6,3
Target,ToyTrain_car_G2_spd_8_mic_1_noise_6,2
Target,bearing_vel_10_f-n_D,5
Target,bearing_vel_11,3
Target,bearing_vel_12,15
Target,bearing_vel_12_loc_E,15
Target,bearing_vel_12_loc_F,14
Target,bearing_vel_12_loc_G,12
Target,bearing_vel_12_loc_H,13
Target,bearing_vel_14_f-n_C,55
Target,bearing_vel_15,3
Target,bearing_vel_16,15
Target,bearing_vel_16_loc_E,1
Target,bearing_vel_16_loc_F,1
Target,bearing_vel_16_loc_G,2
Target,bearing_vel_16_loc_H,1
Target,bearing_vel_19,2
Target,bearing_vel_2,12
Target,bearing_vel_20,14
Target,bearing_vel_24,13
Target,bearing_vel_26,15
Target,bearing_vel_2_f-n_D,5
Target,bearing_vel_4,12
Target,bearing_vel_4_loc_E,15
Target,bearing_vel_4_loc_F,13
Target,bearing_vel_4_loc_G,14
Target,bearing_vel_4_loc_H,13
Target,bearing_vel_6_f-n_C,55
Target,bearing_vel_7,2
Target,bearing_vel_8,14
Target,bearing_vel_8_loc_E,1
Target,bearing_vel_8_loc_F,2
Target,bearing_vel_8_loc_G,1
Target,bearing_vel_8_loc_H,1
Target,fan_f-n_C,110
Target,fan_f-n_D,10
Target,fan_m-n_Y,58
Target,fan_m-n_Z,62
Target,fan_n-lv_L3,67
Target,fan_n-lv_L4,53
Target,gearbox_id_00,36
Target,gearbox_id_01,3
Target,gearbox_id_02,37
Target,gearbox_id_04,3
Target,gearbox_id_11,37
Target,gearbox_id_12,4
Target,gearbox_volt_0.6,12
Target,gearbox_volt_0.8,12
Target,gearbox_volt_1.2,2
Target,gearbox_volt_1.3,14
Target,gearbox_volt_1.7,3
Target,gearbox_volt_1.8,15
Target,gearbox_volt_2.2,3
Target,gearbox_volt_2.3,15
Target,gearbox_volt_2.7,2
Target,gearbox_volt_2.8,14
Target,gearbox_volt_3.3,13
Target,gearbox_volt_3.5,15
Target,gearbox_wt_120,3
Target,gearbox_wt_130,18
Target,gearbox_wt_170,2
Target,gearbox_wt_180,18
Target,gearbox_wt_20,2
Target,gearbox_wt_230,18
Target,gearbox_wt_250,20
Target,gearbox_wt_30,18
Target,gearbox_wt_70,3
Target,gearbox_wt_80,18
Target,slider_ac_0.01,13
Target,slider_ac_0.02,12
Target,slider_ac_0.04,16
Target,slider_ac_0.06,18
Target,slider_ac_0.08,18
Target,slider_ac_0.10,16
Target,slider_ac_0.12,12
Target,slider_ac_0.14,15
Target,slider_f-n_C,110
Target,slider_f-n_D,10
Target,slider_vel_100,13
Target,slider_vel_1000,14
Target,slider_vel_1200,12
Target,slider_vel_1300,15
Target,slider_vel_140,2
Target,slider_vel_200,12
Target,slider_vel_210,3
Target,slider_vel_290,3
Target,slider_vel_360,2
Target,slider_vel_400,14
Target,slider_vel_600,15
Target,slider_vel_800,15
Target,valve_pat_02,55
Target,valve_pat_03,55
Target,valve_pat_04_panel_b-c,30
Target,valve_pat_04_panel_s-c,31
Target,valve_pat_05_panel_b-c,31
Target,valve_pat_05_panel_s-c,28
Target,valve_pat_06,5
Target,valve_pat_07,5
Target,valve_v1pat_04_v2pat_05,60
Target,valve_v1pat_05_v2pat_05,60

Attribute,ToyCar,6600
Attribute,ToyTrain,6600
Attribute,ac_0.01,13
Attribute,ac_0.02,12
Attribute,ac_0.03,416
Attribute,ac_0.04,16
Attribute,ac_0.05,416
Attribute,ac_0.06,18
Attribute,ac_0.07,416
Attribute,ac_0.08,18
Attribute,ac_0.09,416
Attribute,ac_0.10,16
Attribute,ac_0.11,416
Attribute,ac_0.12,12
Attribute,ac_0.14,15
Attribute,bearing,6599
Attribute,car_A1,2939
Attribute,car_A2,2953
Attribute,car_C1,110
Attribute,car_C2,110
Attribute,car_E1,290
Attribute,car_E2,798
Attribute,car_F1,2402
Attribute,car_F2,2406
Attribute,car_G1,20
Attribute,car_G2,20
Attribute,car_H1,576
Attribute,car_H2,576
Attribute,f-n_A,3101
Attribute,f-n_B,3139
Attribute,f-n_C,330
Attribute,f-n_D,30
Attribute,fan,6600
Attribute,gearbox,6600
Attribute,id_00,36
Attribute,id_01,3
Attribute,id_02,37
Attribute,id_03,330
Attribute,id_04,3
Attribute,id_05,362
Attribute,id_06,330
Attribute,id_07,330
Attribute,id_08,364
Attribute,id_11,37
Attribute,id_12,4
Attribute,id_13,364
Attribute,loc_A,522
Attribute,loc_B,520
Attribute,loc_C,520
Attribute,loc_D,518
Attribute,loc_E,32
Attribute,loc_F,30
Attribute,loc_G,29
Attribute,loc_H,28
Attribute,m-n_W,1059
